Neutron_Porosity,Deep_Resistivity,Medium_Resistivity,Gamma_Ray,Density,DTC
0.0822,4.277,4.3916,9.8143,2.5788,65.8912
0.0817,4.2136,4.2699,9.9216,2.5736,65.923
0.0833,4.1517,4.1675,9.9726,2.5698,65.9549
0.0868,4.0848,4.038,8.8088,2.5678,65.987
0.0911,3.9688,3.9019,7.8447,2.5660000000000003,65.8609
0.0949,3.8825,3.7621,7.8709,2.5633,65.7336
0.0981,3.8734,3.7433,7.6096,2.5602,65.6064
0.1013,3.8644,3.7244,7.2361,2.5586,65.2967
0.1041,3.8494,3.7346,7.6137,2.5594,64.976
0.1055,3.8704,3.6807,8.764,2.5613,64.6553
0.1043,3.9068,3.7689999999999997,8.1362,2.5629,64.26
0.1014,3.9751,3.8983,6.3975,2.5641,63.856
0.0987,3.972,3.9433,5.6149,2.5653,63.452
0.09699999999999999,3.9814,3.8947,5.9871,2.5655,63.1933
0.096,3.9814,3.8178,6.1982,2.5642,62.9607
0.0943,4.0873,4.0918,4.9708,2.5625,62.7281
0.0908,4.2842,4.4711,5.444,2.5629,62.723
0.0863,4.3828,4.688,5.7608,2.5676,62.775
0.0813,4.4969,4.7498,6.8621,2.576,62.827
0.0758,4.5719,4.8259,6.3564,2.5841,62.9078
0.0723,4.6001,4.9122,7.1873,2.5892,62.9982
0.0665,4.6285,4.9291,7.2959,2.5914,63.0885
0.0654,4.649,4.8654,7.6299,2.5926,63.0814
0.0673,4.592,4.8555,8.395,2.5945,63.0331
0.0704,4.6697,4.7868,7.9176,2.596,62.9849
0.0738,4.6449,4.753,8.1631,2.595,62.9892
0.0765,4.6697,4.7674,9.142999999999999,2.5919,63.021
0.078,4.7157,4.8324,8.5311,2.588,63.0529
0.079,4.7115,4.8489,8.1537,2.5839,63.0836
0.0803,4.7412,4.7674,7.7807,2.5789999999999997,63.1137
0.0822,4.7668,4.8522,7.7989,2.5729,63.1438
0.0844,4.8409,4.9443,7.7835,2.5681,63.2423
0.0854,4.8754,5.0269,8.1467,2.5693,63.3948
0.0842,4.9068,5.1098,6.9742,2.577,63.5473
0.0808,4.9478,5.215,6.4705,2.5875,63.7308
0.0768,4.957,5.2568,6.4785,2.5948,63.943999999999996
0.0737,4.957,5.267,7.9312,2.5972,64.1572
0.0719,4.9295,5.2971,8.6176,2.5968,64.3573
0.0713,4.925,5.2782,9.4943,2.5953,64.5423
0.0714,4.8278,5.1821,9.9151,2.5941,64.7272
0.0721,4.7798,5.1385,9.228,2.5931,64.9627
0.0734,4.754,5.0938,8.1806,2.592,65.2691
0.075,4.7454,5.1062,7.4464,2.5916,65.5756
0.0767,4.678,5.0655,6.7244,2.5912,65.8518
0.0786,4.6285,5.0321,5.9475,2.59,66.0759
0.0813,4.4854,4.8477,5.9286,2.5888,66.3001
0.0846,4.379,4.6227,5.9293,2.5874,66.4967
0.0877,4.3166,4.5214,7.0126,2.5856,66.6348
0.0896,4.2592,4.4405,7.5883,2.5811,66.7729
0.0903,4.1893,4.3689,7.696000000000001,2.573,66.846
0.091,4.1382,4.3197,6.9831,2.5648,66.7449
0.0927,4.0651,4.3477,7.1495,2.5601,66.6439
0.0957,3.9363,4.0915,6.6175,2.5625,66.5275
0.0999,3.8554,3.9506,5.9341,2.5714,66.358
0.1044,3.8139,3.8959,5.5284,2.5802,66.1884
0.1084,3.7388,3.7415,5.2010000000000005,2.5842,66.0036
0.11199999999999999,3.642,3.5053,5.3503,2.582,65.7465
0.1149,3.5165,3.2844,5.5742,2.5769,65.4894
0.1167,3.44,3.1307,6.077000000000001,2.5718,65.233
0.1169,3.3683,3.0511,5.9321,2.5660000000000003,64.9813
0.1156,3.4436,3.1672,6.2678,2.5576,64.7296
0.113,3.5076,3.2898,6.5049,2.5475,64.477
0.1089,3.5038,3.2599,6.9526,2.5377,64.2145
0.1048,3.5653,3.41,7.4002,2.5279,63.952
0.1003,3.7251,3.7974,7.6622,2.5198,63.6865
0.0965,3.8509,3.9716,7.4582,2.515,63.3313
0.0942,3.8405,3.8898,6.8417,2.5141,62.9761
0.0941,3.8154,3.8061,5.8887,2.5169,62.6209
0.0952,3.8734,3.8863,4.7156,2.5233,62.43600000000001
0.0957,3.9563,4.0711,4.9588,2.533,62.2539
0.0946,4.0343,4.2023,5.2069,2.5439,62.0718
0.0921,4.1047,4.3717,6.0377,2.552,62.0004
0.0886,4.2488,4.6314,7.0003,2.5555,61.9366
0.0841,4.4014,4.8367,7.1574,2.5558,61.8728
0.0792,4.4621,4.9375,7.631,2.5571,61.976000000000006
0.075,4.499,4.9667,7.7292,2.5617,62.1003
0.0733,4.582,5.1083,6.6402,2.5696,62.2247
0.0738,4.6326,5.193,5.2886,2.5785,62.3943
0.0755,4.6615,5.254,5.6875,2.5849,62.5724
0.0773,4.6947,5.316,6.1961,2.5882,62.7506
0.0785,4.7221,5.3949,5.598,2.5886,63.1252
0.0793,4.7819,5.4852,5.0245,2.5871,63.5515
0.0796,4.7625,5.4102,4.6668,2.5849,63.9778
0.0797,4.7518,5.3255,4.1536,2.5839,64.2291
0.0798,4.7115,5.3274,4.6178,2.5855,64.42
0.0807,4.7073,5.2745,5.4351,2.5876,64.6109
0.0829,4.6697,5.1711,6.0967,2.5871,64.9066
0.0864,4.6326,5.0886,5.9993,2.5839,65.2483
0.0905,4.5283,4.9274,6.398,2.5783,65.59
0.0943,4.493,4.8821,6.8244,2.5722,65.8729
0.0978,4.4469,4.8325,7.2795,2.5671,66.1239
0.1008,4.3568,4.7005,8.131,2.5629,66.3748
0.1028,4.2103,4.4272,8.1909,2.5594,66.62
0.10300000000000001,4.0964,4.2097,8.4642,2.5562,66.8614
0.1022,4.0293,4.1477,9.4131,2.5534,67.1027
0.1013,3.9752,4.0289,9.9237,2.5517,67.2815
0.1008,3.8451,3.8677,9.054,2.5521,67.4094
0.1013,3.7862,3.826,9.038,2.5549,67.5373
0.1028,3.7089,3.7832,8.6209,2.5589,67.6393
0.1052,3.588,3.6618,7.8531,2.5626,67.7158
0.1079,3.5658,3.617,7.6237,2.5643,67.7923
0.1103,3.5114,3.5755,7.2708,2.5626,67.8507
0.1118,3.4610000000000003,3.5159,8.007,2.5569,67.8877
0.1122,3.4068,3.4694,9.0258,2.5484,67.9247
0.1118,3.3612,3.4079,8.6772,2.5398,67.953
0.1113,3.3071,3.3428,8.4548,2.5340000000000003,67.969
0.1111,3.2760000000000002,3.3029,8.638,2.5322,67.985
0.1121,3.2454,3.2636,9.7427,2.5337,67.9918
0.111,3.2119999999999997,3.219,10.5702,2.5367,67.9824
0.1133,3.1857,3.1726,10.7339,2.54,67.9729
0.1182,3.1468,3.1288,11.127,2.5429,67.9583
0.1189,3.1202,3.0994,11.4231,2.5453,67.9321
0.1191,3.1023,3.0661,10.1644,2.548,67.9059
0.1192,3.0692,3.0274,10.853,2.5516,67.8951
0.1188,3.0609,3.0210000000000004,10.1565,2.5547,67.9273
0.11699999999999999,3.0661,3.0383,9.5635,2.5541,67.9595
0.1102,3.0528,3.0101,9.6961,2.5499,67.9953
0.1056,3.0436,3.0105,9.6178,2.5464,68.0442
0.102,3.0671,3.0524,9.3646,2.5479,68.0931
0.1,3.0733,3.0825,9.7676,2.5532,68.1522
0.0994,3.0815,3.0929,10.722000000000001,2.5591,68.2618
0.0996,3.0753,3.0825,11.7571,2.5634,68.3714
0.1033,3.0753,3.0868,12.6254,2.5652,68.4743
0.1042,3.1128,3.1430000000000002,13.4126,2.5660000000000003,68.5271
0.1021,3.1489,3.2237,14.1285,2.5671,68.58
0.1062,3.1879,3.3262,14.8048,2.5685,68.6306
0.1078,3.2231,3.4118,14.1964,2.568,68.6522
0.1099,3.241,3.444,12.0708,2.5641,68.6739
0.1114,3.2432,3.4771,11.3105,2.5569,68.6956
0.1116,3.2454,3.4879,10.635,2.548,68.7191
0.1108,3.2522,3.4858,9.722000000000001,2.5399,68.7425
0.1103,3.25,3.4699,9.4289,2.5335,68.766
0.1109,3.2253,3.4098,9.1255,2.5291,68.7484
0.11199999999999999,3.1977,3.3377,9.4367,2.5257,68.7298
0.1122,3.1748,3.2721,9.1782,2.5235,68.7112
0.1106,3.1575,3.2163,8.8475,2.5239,68.6797
0.1088,3.1329,3.1439999999999997,9.4968,2.5274,68.6472
0.1081,3.1128,3.0868,9.9236,2.5334,68.6147
0.1085,3.094,3.0575,11.0385,2.5404,68.5163
0.1087,3.0846,3.0151,11.5906,2.5477,68.4088
0.1077,3.0862,3.0118,12.014000000000001,2.5542,68.3013
0.106,3.0877,3.0084,12.3319,2.5585,68.175
0.1047,3.0878,3.0236,12.1376,2.5596,68.0449
0.1043,3.0982,3.0456,11.5115,2.5574,67.9147
0.1047,3.1023,3.0575,11.5616,2.5537,67.8333
0.1056,3.1212,3.0885,11.952,2.5512,67.7652
0.1071,3.1318,3.113,10.1363,2.5503,67.6972
0.1089,3.1403,3.1359,10.7645,2.5488,67.7095
0.1104,3.165,3.1817,10.0875,2.5467,67.7508
0.1109,3.1791,3.2319999999999998,10.5251,2.5466,67.7922
0.1102,3.2119999999999997,3.2524,10.3492,2.5494,67.9505
0.1089,3.2164,3.2806,11.0865,2.5529,68.1621
0.1055,3.2253,3.3116,9.4284,2.5555,68.3737
0.1105,3.2545,3.38,7.8941,2.5571,68.5496
0.1147,3.2909,3.4268,8.4671,2.5593,68.7052
0.1199,3.2978,3.4817,8.5029,2.5604,68.8609
0.1246,3.3001,3.4982,8.6317,2.5576,68.9673
0.1279,3.3024,3.5211,10.164,2.5505,69.0396
0.1293,3.3094,3.5537,11.7506,2.5402,69.1118
0.1295,3.3117,3.5558,12.2648,2.5297,69.1526
0.1304,3.2978,3.5707,14.0082,2.5238,69.1668
0.1302,3.3013,3.5771,14.6661,2.5238,69.181
0.1374,3.2658,3.5547,13.3739,2.5283,69.2024
0.1418,3.2199,3.4978,14.1857,2.5314,69.2311
0.1448,3.1791,3.4278,11.4926,2.5304,69.2598
0.1427,3.1468,3.4078,10.8529,2.5249,69.2791
0.1422,3.1149,3.3614,10.4005,2.5165,69.2867
0.1442,3.0774,3.3149,10.5173,2.5074,69.2944
0.1434,3.063,3.2863,9.9107,2.4989,69.2742
0.1422,3.0164,3.2468,9.5433,2.4930000000000003,69.212
0.1367,2.9671,3.1825,10.2068,2.4904,69.1498
0.1361,2.9171,3.0851,9.8059,2.4906,69.0746
0.129,2.8141,2.9353,8.637,2.4928,68.9756
0.1284,2.7059,2.7961,8.2893,2.496,68.8765
0.1257,2.6642,2.7147,8.408999999999999,2.5003,68.7549
0.1239,2.6315,2.676,8.1897,2.5059,68.5817
0.1178,2.6219,2.7075,8.1227,2.5261,68.5341
0.11699999999999999,2.6397,2.7555,7.9374,2.5292,68.4451
0.1142,2.6691,2.7954,7.5343,2.5331,68.3966
0.1115,2.6658,2.8029,8.6284,2.5378,68.3907
0.1113,2.6774,2.8064,8.2257,2.5419,68.3848
0.1128,2.6857,2.7992,8.7844,2.5454,68.4011
0.1132,2.6774,2.7773,8.9889,2.5491,68.4455
0.1112,2.6716,2.7348,9.5646,2.5531,68.49
0.1079,2.6543,2.6633,9.7702,2.5565,68.5198
0.1055,2.6461,2.6221,8.433,2.5591,68.5267
0.1052,2.6364,2.6088,8.3367,2.56,68.5336
0.1062,2.6749,2.6349,9.1209,2.5584,68.5248
0.1076,2.6924,2.6618,9.4768,2.555,68.4856
0.1086,2.7008,2.6471,10.0998,2.5517,68.4465
0.1085,2.7348,2.681,10.4832,2.549,68.3825
0.1079,2.8013,2.8128,10.4484,2.5462,68.2589
0.1076,2.83,2.87,10.7623,2.5436,68.1354
0.1078,2.8372,2.8668,11.1841,2.542,68.0278
0.1088,2.8721,2.9197,10.8931,2.5403,67.9687
0.1098,2.9189999999999996,3.0084,9.6627,2.5357,67.9096
0.1105,2.9818,3.0948,8.7736,2.5281,67.8621
0.1102,3.0244,3.1511,9.2082,2.521,67.861
0.1089,3.0467,3.1907,10.5837,2.5196,67.86
0.1075,3.0753,3.2292,11.274000000000001,2.5257,67.8534
0.1064,3.0982,3.2627,10.5954,2.5361,67.8162
0.1058,3.1266,3.3193,10.7252,2.5456,67.7789
0.1057,3.1661,3.3919,10.5463,2.5507,67.7524
0.106,3.1944,3.4208,10.913,2.5515,67.8188
0.1064,3.2043,3.4058,9.5106,2.5495,67.8852
0.1064,3.1966,3.3731,9.7362,2.5467,67.9518
0.1057,3.1835,3.338,10.4708,2.5458,68.0236
0.1049,3.1966,3.3139,9.6365,2.5489,68.0954
0.1043,3.201,3.3034,10.248,2.555,68.1666
0.1042,3.2032,3.2806,11.5647,2.5593,68.2758
0.1046,3.1791,3.22,12.7832,2.5589,68.3843
0.1052,3.1802,3.1645,12.8384,2.5555,68.4927
0.1059,3.1510000000000002,3.1147,12.5758,2.5532,68.5359
0.1062,3.1748,3.1404,11.741,2.5529,68.5763
0.106,3.1835,3.1717,11.4357,2.5524,68.6168
0.106,3.2298,3.2526,12.0764,2.5486,68.6571
0.1068,3.2863,3.3545,12.0518,2.5419,68.6973
0.1087,3.284,3.3854,12.7566,2.535,68.7376
0.1117,3.2909,3.378,12.6837,2.53,68.6869
0.1154,3.2749,3.3855,12.5601,2.5274,68.6218
0.1187,3.2795,3.4138,12.9507,2.5266,68.5567
0.1208,3.2955,3.446,13.1949,2.5269999999999997,68.5441
0.1214,3.2967,3.5009,11.806,2.5282,68.5434
0.1213,3.2932,3.5013,10.7436,2.5286,68.5426
0.121,3.3048,3.4941,10.1906,2.5276,68.4985
0.1204,3.2534,3.4739999999999998,9.5355,2.5261,68.4413
0.1195,3.2164,3.4118,10.2279,2.5263,68.3841
0.115,3.2054,3.3879,10.9693,2.5291,68.4466
0.1171,3.1672,3.3206,10.8091,2.5337,68.5557
0.1177,3.1532,3.3264,10.9821,2.5391,68.6649
0.1194,3.1361,3.3082,10.187000000000001,2.5452,68.7768
0.1208,3.0878,3.2399,9.2634,2.5514,68.8902
0.121,3.0224,3.1511,8.4499,2.5564,69.0035
0.1204,2.9662,3.0547,8.4476,2.5588,69.0913
0.1203,2.9171,2.949,9.2307,2.5567,69.1637
0.1213,2.8907,2.8976,9.5564,2.5509,69.236
0.1234,2.8665,2.8968,10.2606,2.5439,69.2738
0.1258,2.8527,2.8724,12.181,2.5374,69.2861
0.1273,2.8209,2.8243,13.7094,2.5315,69.2984
0.1275,2.7888,2.7961,13.9285,2.5252,69.3382
0.1266,2.7608,2.7777,14.5041,2.5184,69.4025
0.1254,2.716,2.7591,13.7199,2.5128,69.4669
0.1245,2.7109,2.7856,13.7111,2.5106,69.5322
0.1236,2.6857,2.7954,12.9617,2.511,69.5987
0.1227,2.6708,2.7803,11.8228,2.5127,69.6652
0.1213,2.6486,2.7396,10.7482,2.5152,69.7176
0.1202,2.6235,2.7039,9.0372,2.5173,69.7515
0.1196,2.6044,2.6758,8.609,2.5178,69.7854
0.1295,2.6043,2.6221,13.6329,2.5369,70.8166
0.1231,2.6011,2.6297,12.3664,2.5377,70.8882
0.1222,2.6414,2.6822,10.8963,2.5358,70.9326
0.1189,2.6974,2.7886,10.7897,2.533,70.977
0.1173,2.728,2.8614,11.6438,2.5325,70.8456
0.114,2.7555,2.9352,12.8178,2.5353,70.6251
0.1165,2.78,2.9943,14.1062,2.5402,70.4046
0.1118,2.795,3.0055,15.4538,2.5457,70.2016
0.1132,2.78,2.9736,16.105,2.5509,70.0095
0.1132,2.7959,3.0153,16.949,2.5553,69.8175
0.1149,2.8209,3.0549,16.1962,2.5584,69.6943
0.11699999999999999,2.8137,3.0507,16.0907,2.5601,69.6237
0.1179,2.8039,3.0239999999999996,16.2934,2.5611,69.5532
0.11800000000000001,2.7782,2.9686,15.0509,2.5608,69.5738
0.115,2.7564,2.9401,14.9787,2.5604,69.6788
0.1153,2.7546,2.9329,13.7115,2.5608,69.7838
0.11599999999999999,2.6917,2.8396,12.7334,2.5618,69.9052
0.1164,2.6315,2.7595,12.8155,2.5619,70.0449
0.1197,2.6171,2.7264,12.8863,2.5594,70.1845
0.1146,2.6187,2.6289999999999996,11.9499,2.5332,69.8176
0.1119,2.6527,2.6881,11.8799,2.5303,69.7082
0.1093,2.7076,2.7476,12.0431,2.5305,69.5989
0.1082,2.7434,2.8174,11.6657,2.5328,69.4948
0.1079,2.7417,2.8166,10.6277,2.5351,69.4297
0.1064,2.7417,2.7714,10.3558,2.5361,69.3647
0.1045,2.7538,2.7788,10.9756,2.5358,69.2989
0.1036,2.8012,2.8583,11.6734,2.5349,69.2249
0.1044,2.8591,2.986,12.0887,2.5352,69.1508
0.1061,2.8982,3.0473,11.9858,2.5381,69.0763
0.1083,2.9057,3.0244,12.8374,2.5444,68.98
0.1103,2.9057,3.0177,13.3303,2.5522,68.8838
0.1117,2.9209,3.0481,13.2005,2.5592,68.7875
0.113,2.9573,3.1104,14.079,2.5653,68.67
0.1145,3.0104,3.1862,13.6928,2.5706,68.5519
0.11599999999999999,3.0568,3.2366,12.4587,2.573,68.4338
0.1171,3.0733,3.2496,11.7758,2.5702,68.3115
0.1163,3.0548,3.1971,10.8261,2.5619,68.1887
0.1133,3.0224,3.1104,9.8656,2.5497,68.066
0.1091,3.0045,3.0303,10.249,2.537,68.0589
0.1054,3.0124,2.9934,10.6699,2.5286,68.0677
0.1028,3.0204,3.0151,10.5518,2.5271,68.0765
0.1009,3.0609,3.0532,10.3523,2.5326,68.1561
0.0994,3.0836,3.0816,9.805,2.5426,68.2501
0.0982,3.1002,3.0885,8.8518,2.5522,68.3441
0.09699999999999999,3.1065,3.0558,8.9717,2.5593,68.4737
0.0966,3.1066,3.0206,10.8108,2.5649,68.6131
0.098,3.2054,3.1717,13.5607,2.5705,68.7526
0.1016,3.3048,3.3988,15.6502,2.5771,68.8394
0.1061,3.3445,3.4972,16.2527,2.5842,68.9074
0.1102,3.3778,3.5389,17.7487,2.5888,68.9753
0.1124,3.3971,3.5739,16.9892,2.5879,68.9348
0.1124,3.4337,3.6574,17.0888,2.5821,68.8449
0.1107,3.451,3.6829,18.2557,2.5731,68.7551
0.1084,3.4337,3.5964,18.7303,2.5647,68.6418
0.1067,3.4116,3.56,19.1626,2.5579,68.5152
0.1063,3.4560000000000004,3.7165,18.5739,2.5522,68.3887
0.1071,3.5865,3.9369,17.4371,2.5476,68.3041
0.1085,3.6772,4.0775,14.2121,2.5452,68.2484
0.1091,3.6717,4.1215,12.0526,2.5449,68.1928
0.1082,3.5423,3.8612,10.9037,2.5446,68.1299
0.1058,3.4043,3.5024,11.0911,2.5431,68.061
0.1029,3.3611,3.339,12.2288,2.5409,67.992
0.1011,3.4116,3.4511,13.1723,2.5394,68.0151
0.1011,3.486,3.7119999999999997,12.0932,2.5391,68.1317
0.1025,3.5684,3.7863,11.5301,2.5408,68.2484
0.1035,3.5089,3.6497,11.7744,2.5451,68.3147
0.1027,3.4485,3.5253,11.5664,2.5515,68.3187
0.1008,3.4263,3.4992,11.0366,2.5575,68.3227
0.0987,3.3971,3.4521,10.6339,2.5605,68.3516
0.0972,3.3611,3.3869,12.0725,2.5597,68.418
0.0967,3.3351,3.3293,13.6623,2.5567,68.4843
0.0976,3.3682,3.3869,13.6412,2.5545,68.5404
0.0996,3.3826,3.4572,13.5532,2.5552,68.5774
0.1017,3.3658,3.4551,13.503,2.5576,68.6144
0.1023,3.3634,3.446,13.2231,2.5589,68.6465
0.1013,3.3563,3.4899,13.5449,2.5579,68.6674
0.0997,3.3468,3.45,12.9906,2.5558,68.6883
0.0993,3.3139999999999996,3.4018,13.0812,2.5541,68.719
0.1011,3.2932,3.385,13.4077,2.5534,68.7782
0.1049,3.3001,3.445,15.4296,2.5538,68.8374
0.1091,3.3117,3.4817,15.4803,2.5549,68.9118
0.1128,3.3187,3.4694,15.2707,2.5563,69.0441
0.115,3.2817,3.4531,14.6985,2.5579,69.1765
0.1122,3.3164,3.5337,15.1322,2.5587,69.3041
0.1133,3.3327,3.6072,13.4511,2.5572,69.4069
0.1105,3.2955,3.5707,11.2449,2.5535,69.5098
0.1091,3.1878,3.3614,12.5768,2.5479,69.6249
0.1108,3.1004,3.1551,14.6126,2.5421,69.8381
0.1148,3.1234,3.2646,15.5632,2.5374,70.0513
0.1187,3.1596,3.3663,15.7342,2.5339,70.2557
0.1197,3.1704,3.3741,15.8944,2.5316,70.3309
0.115,3.134,3.3682,15.7161,2.5304,70.4061
0.1118,3.1361,3.383,13.5233,2.531,70.4822
0.1085,3.1532,3.445,11.6552,2.5329,70.6146
0.1098,3.1234,3.4889,11.6757,2.5356,70.747
0.1111,3.0426,3.3264,12.5683,2.5387,70.8794
0.1153,2.8832,3.0396,14.3517,2.5418,70.8951
0.1204,2.8245,2.8143,17.6812,2.5436,70.9068
0.1248,2.8336,2.8755,19.9592,2.5415,70.9186
0.1278,2.8832,3.0532,20.5937,2.5347,70.9217
0.1294,2.8721,3.0026,21.1081,2.5245,70.92399999999999
0.1304,2.7994,2.8802,19.72,2.5146,70.9264
0.1312,2.766,2.9008,15.5461,2.5094,71.0095
0.1323,2.7898,2.9508,12.548,2.5103,71.1046
0.1329,2.8137,3.0009,11.5464,2.5158,71.1997
0.1325,2.7297,2.9111,11.2605,2.5214,71.1818
0.1267,2.6299,2.7293,12.4797,2.5099,71.069
0.1248,2.6348,2.8668,13.2083,2.5058,71.0583
0.1232,2.6027,2.8128,14.4496,2.5025,70.9723
0.1227,2.6059,2.7773,12.1606,2.5426,70.0971
0.1235,2.6203,2.7932,11.6573,2.54,70.1946
0.1245,2.6348,2.8089999999999997,11.7285,2.5368,70.3103
0.1253,2.6091,2.7462,11.9071,2.5328,70.426
0.1203,2.6315,2.7558,12.5173,2.5153,70.5952
0.1198,2.6461,2.7969,13.6163,2.5143,70.7011
0.1199,2.6291,2.7909,14.3791,2.517,70.8283
0.1233,2.6187,2.7639,14.7287,2.5195,70.9554
0.12300000000000001,2.6227,2.7879,15.1497,2.5196,71.1086
0.1215,2.6332,2.8227,14.1607,2.5184,71.2744
0.1192,2.6315,2.825,13.4883,2.5183,71.4403
0.1194,2.6043,2.6788,10.7553,2.5269999999999997,69.0861
0.1214,2.6561,2.7902,10.4588,2.5241,68.943
0.1233,2.6824,2.8598,10.9299,2.5233,68.8221
0.1211,2.6941,2.8715,11.3262,2.5232,68.7719
0.1199,2.7008,2.8877,10.567,2.5235,68.7217
0.1196,2.7126,2.9016,10.0137,2.5261,68.6909
0.1158,2.7443,2.9344,10.5445,2.5324,68.7424
0.1133,2.7818,2.9666,10.9429,2.5401,68.7938
0.1135,2.7888,2.9555,10.2355,2.5445,68.8569
0.1127,2.7471,2.8663,10.421,2.5447,68.9897
0.1157,2.7025,2.7068,11.1915,2.5436,69.1224
0.1204,2.7092,2.7111,12.5752,2.5463,69.2585
0.1165,2.7365,2.7751,14.3135,2.5552,69.4269
0.1131,2.813,2.9594,16.766,2.5666,69.5952
0.1124,2.8647,3.0877,17.4143,2.5749,69.7623
0.1104,2.8628,3.0294,17.2495,2.5766,69.9051
0.1102,2.8209,2.9167,16.595,2.5719,70.0479
0.1111,2.7634,2.8003,15.2036,2.5633,70.1908
0.1127,2.7194,2.7206,12.981,2.5534,70.2027
0.1147,2.7399,2.7432,11.7256,2.5443,70.2145
0.1162,2.8076,2.8989,10.6284,2.5380000000000003,70.2264
0.1132,2.8445,3.0143,9.9569,2.5351,70.2075
0.1111,2.839,3.0235,10.4791,2.5351,70.1869
0.1073,2.8218,2.9725,11.7864,2.5374,70.1664
0.1062,2.7774,2.8686,12.2259,2.5418,70.0609
0.1004,2.7331,2.7788,12.2012,2.5476,69.9464
0.1029,2.7126,2.7311,11.2721,2.5532,69.8319
0.1046,2.7143,2.7308,10.2343,2.5566,69.7546
0.1083,2.7177,2.755,9.9041,2.5562,69.6837
0.1129,2.7288,2.7961,9.1513,2.5517,69.6128
0.1169,2.7348,2.8089999999999997,8.5288,2.5446,69.5252
0.11900000000000001,2.7933,2.9760000000000004,8.9642,2.5366,69.4336
0.1186,2.8155,3.0135,8.1561,2.5285,69.342
0.1127,2.7871,2.9475,7.9116,2.5207,69.2709
0.1083,2.766,2.8841,8.437999999999999,2.5153,69.2062
0.1035,2.7538,2.8497,10.392999999999999,2.5147,69.1415
0.0999,2.7348,2.7951,11.0054,2.5192,69.0882
0.0977,2.7059,2.7191,10.3527,2.5272,69.0395
0.0972,2.7059,2.7082,10.1158,2.5358,68.9907
0.1014,2.7194,2.7381,10.3611,2.5433,68.9638
0.1038,2.7503,2.7946,8.7379,2.5474,68.9479
0.107,2.7987,2.8885,8.1376,2.5469999999999997,68.9321
0.1098,2.8628,3.0177,8.0709,2.5424,68.8915
0.1118,2.8907,3.0859,8.7591,2.5361,68.8355
0.1132,2.9057,3.1104,8.5282,2.5303,68.7796
0.111,2.8907,3.0575,9.7573,2.5277,68.7823
0.1106,2.8795,3.0001,13.3598,2.5308,68.8298
0.1083,2.8582,2.8957,16.6913,2.5384,68.8773
0.1044,2.8702,2.877,16.504,2.5475,68.9682
0.1029,2.9001,2.9406,17.0448,2.5557,69.0993
0.0997,2.9266,2.9703,16.8442,2.5608,69.2303
0.099,2.9371,2.9765,14.99,2.5621,69.3556
0.1011,2.9632,3.0371,14.1038,2.5607,69.4745
0.1051,3.0265,3.1654,14.2829,2.5589,69.5934
0.1094,3.1086,3.3361,15.9448,2.5581,69.6898
0.1119,3.1297,3.3854,17.6462,2.5579,69.7557
0.1117,3.1297,3.3789999999999996,19.9828,2.5578,69.8217
0.1066,3.1361,3.383,22.2832,2.5587,69.8749
0.1065,3.1618,3.446,21.1195,2.5610000000000004,69.9072
0.1039,3.1415,3.3834,18.9662,2.5637,69.9394
0.1031,3.0609,3.2439999999999998,16.5165,2.5641,69.9669
0.1041,3.0661,3.2865,15.0225,2.5602,69.9846
0.1061,3.1212,3.3771,12.9931,2.5531,70.0024
0.1077,3.1532,3.4653,12.6573,2.5462,70.0337
0.1088,3.0919,3.3663,14.4087,2.5422,70.0997
0.1098,3.0345,3.2618,15.4028,2.5412,70.1657
0.1111,3.0164,3.2273,16.9697,2.5413,70.2385
0.1124,2.9965,3.2218,19.2524,2.5423,70.3336
0.11,2.9769,3.1757,20.9444,2.5453,70.4287
0.1102,2.9133,3.0235,22.6417,2.5504,70.5372
0.1103,2.863,3.0017,21.122,2.5551,70.7056
0.1105,2.886,3.0622,20.8229,2.5568,70.874
0.1137,2.8749,3.0414,20.2723,2.5547,71.0492
0.1135,2.8472,2.9789999999999996,20.1589,2.5512,71.2684
0.1131,2.8093,2.8918,20.8149,2.5475,71.4875
0.1129,2.787,2.8458,21.8528,2.5444,71.6975
0.1133,2.773,2.8397,23.9903,2.5416,71.812
0.1146,2.7879,2.8517,23.5261,2.5388,71.9265
0.1171,2.8227,2.9215,20.9616,2.5371,72.0446
0.1209,2.8647,3.0048,19.3364,2.5372,72.249
0.1255,2.8832,3.0456,19.2577,2.539,72.4535
0.1266,2.8721,3.0084,18.6953,2.5415,72.6597
0.1289,2.8034,2.7932,19.1909,2.5442,72.762
0.1285,2.6824,2.5074,17.8485,2.5471,72.8651
0.1234,2.6107,2.3769,16.9917,2.5509,72.9519
0.1181,2.799,2.6537,17.788,2.5508,72.9283
0.1135,2.9038,2.8151,18.9275,2.5494,72.9047
0.1106,2.9095,2.8128,19.4897,2.5476,72.8564
0.1103,2.9477,2.8235,19.2941,2.546,72.8052
0.1122,2.969,2.8443,20.506,2.5444,72.7541
0.1151,2.9976,2.8661,20.3953,2.543,72.6717
0.1176,3.063,2.932,19.5917,2.5416,72.5838
0.1159,3.0898,2.9959,19.677,2.5407,72.4959
0.11599999999999999,3.1318,3.0507,16.3624,2.541,72.3523
0.1185,3.1510000000000002,3.1007,14.6321,2.5424,72.1948
0.1173,3.2154,3.1569,13.7284,2.5446,72.0373
